	Adult_FG_1	Adult_FG_2	Adult_FG_3	Adult_OV_1	Adult_OV_2	Adult_OV_3
FUN_022224-T1	0	1	0	2	10	7
FUN_022225-T1	0	0	0	0	0	0
FUN_022226-T1	0	0	0	0	0	4
FUN_022227-T1	0	0	0	0	257	91
FUN_022228-T1	0	0	0	0	0	0
FUN_022229-T1	0	0	0	0	0	0
FUN_022230-T1	0	0	0	0	0	0
FUN_022231-T1	33	136	40	63	259	57
FUN_022232-T1	0	0	0	0	0	0
FUN_022233-T1	0	0	0	0	0	0
FUN_022234-T1	0	0	0	0	0	0
FUN_022235-T1	3	9	4	0	2	1
FUN_022236-T1	34	43	16	112	111	10
FUN_022237-T1	0	1	1	0	0	0
FUN_022238-T1	0	1	0	0	1	0
FUN_022239-T1	0	0	0	0	0	0
FUN_022240-T1	0	0	0	0	1	0
FUN_022241-T1	17	21	11	21	33	6
FUN_022242-T1	4	6	0	1	2	1
FUN_022243-T1	1	0	0	0	0	0
FUN_022244-T1	0	0	0	0	0	0
FUN_022245-T1	0	0	0	0	0	0
FUN_022246-T1	0	0	0	0	0	0
FUN_022247-T1	0	4	0	0	2	0
FUN_022248-T1	0	0	0	0	0	0
FUN_022249-T1	0	0	0	0	0	0
FUN_022250-T1	0	2	0	0	0	1
FUN_022251-T1	0	0	0	0	0	0
FUN_022252-T1	0	0	0	0	0	0
FUN_022253-T1	0	0	0	0	0	0
FUN_022254-T1	0	0	0	0	0	0
FUN_022255-T1	0	0	0	0	0	0
FUN_022256-T1	0	0	0	0	0	0
FUN_022257-T1	0	0	0	0	0	0
FUN_022258-T1	0	0	0	0	0	0
FUN_022259-T1	0	0	0	0	0	0
FUN_022260-T1	0	0	0	0	0	0
FUN_022261-T1	0	0	0	0	0	0
FUN_022262-T1	0	0	0	0	0	0
FUN_022263-T1	0	0	0	0	0	0
FUN_022264-T1	2	0	0	0	0	0
FUN_022265-T1	0	0	0	0	0	0
FUN_022266-T1	0	0	0	0	0	0
FUN_022267-T1	0	0	0	0	0	0
FUN_022268-T1	0	0	0	0	0	0
FUN_022269-T1	0	0	0	0	0	0
FUN_022270-T1	0	0	0	0	0	0
FUN_022271-T1	0	0	0	0	0	0
FUN_022272-T1	0	0	0	0	0	0
FUN_022273-T1	0	1	0	0	0	0
FUN_022274-T1	0	6	3	0	0	0
FUN_022275-T1	0	0	0	0	0	0
FUN_022276-T1	0	0	0	0	0	0
FUN_022277-T1	0	0	0	0	0	0
FUN_022278-T1	0	0	0	0	0	0
FUN_022279-T1	0	0	0	0	0	0
FUN_022280-T1	0	0	0	0	0	0
FUN_022281-T1	0	0	0	0	0	0
FUN_022282-T1	0	0	0	0	0	0
FUN_022283-T1	0	0	0	0	0	0
FUN_022284-T1	0	0	0	0	0	0
FUN_022285-T1	0	0	0	0	0	0
FUN_022286-T1	0	0	0	0	0	0
FUN_022287-T1	0	1	0	0	0	0
FUN_022288-T1	0	0	0	0	0	0
FUN_022289-T1	0	0	0	0	0	0
FUN_022290-T1	0	0	0	0	0	0
FUN_022291-T1	0	0	0	0	0	0
FUN_022292-T1	0	0	0	0	0	0
FUN_022293-T1	0	0	0	0	0	0
FUN_022294-T1	0	0	0	0	0	0
FUN_022295-T1	0	0	0	0	0	0
FUN_022296-T1	0	0	0	0	0	0
FUN_022297-T1	0	0	0	0	0	0
FUN_022298-T1	0	0	0	0	0	0
FUN_022299-T1	0	0	0	0	0	0
FUN_022300-T1	0	0	0	0	0	0
FUN_022301-T1	0	0	0	0	0	0
FUN_022302-T1	2	0	0	2	0	0
FUN_022303-T1	0	0	0	0	0	0
FUN_022304-T1	0	0	0	0	0	0
FUN_022305-T1	0	0	0	0	0	0
FUN_022306-T1	0	0	2	0	0	0
FUN_022307-T1	0	0	3	0	0	0
FUN_022308-T1	0	0	0	0	0	0
FUN_022309-T1	0	0	0	1	0	0
FUN_022310-T1	0	0	0	0	0	0
FUN_022311-T1	0	0	0	0	0	0
FUN_022312-T1	0	0	0	0	3	0
FUN_022313-T1	0	0	0	0	0	0
FUN_022314-T1	0	0	0	0	0	0
FUN_022315-T1	0	0	0	0	0	0
FUN_022316-T1	0	0	0	0	0	0
FUN_022317-T1	0	0	0	0	1	0
FUN_022318-T1	0	0	0	0	0	0
FUN_022319-T1	1	0	0	0	0	0
FUN_022320-T1	0	0	0	0	0	0
FUN_022321-T1	0	0	0	0	0	0
FUN_022322-T1	0	0	0	0	4	0
FUN_022323-T1	0	0	0	0	0	0
FUN_022324-T1	1	0	0	0	0	0
FUN_022325-T1	0	0	0	0	0	0
FUN_022326-T1	0	0	1	2	0	0
FUN_022327-T1	0	0	0	0	0	0
FUN_022328-T1	0	0	0	1	0	0
FUN_022329-T1	0	0	0	0	0	0
FUN_022330-T1	1	0	0	0	0	0
FUN_022331-T1	7	0	7	1	0	5
FUN_022332-T1	0	0	0	0	0	0
FUN_022333-T1	0	0	0	0	0	0
FUN_022334-T1	0	0	0	0	0	0
FUN_022335-T1	0	0	0	0	0	0
FUN_022336-T1	0	0	0	0	0	0
FUN_022337-T1	0	0	0	0	0	0
FUN_022338-T1	0	0	0	0	0	0
FUN_022339-T1	5	1	7	10	1	10
FUN_022340-T1	11	1	15	21	5	6
FUN_022341-T1	0	0	0	0	0	0
FUN_022342-T1	0	0	0	0	0	0
FUN_022343-T1	6	0	11	1	0	2
FUN_022344-T1	0	0	2	0	0	0
FUN_022345-T1	0	0	0	0	0	0
FUN_022346-T1	7	0	2	0	1	5
FUN_022347-T1	9	1	2	6	2	6
FUN_022348-T1	0	0	0	0	0	0
FUN_022349-T1	17	1	15	20	2	42
FUN_022350-T1	20	8	17	18	2	13
FUN_022351-T1	0	0	0	0	0	0
FUN_022352-T1	0	0	0	1	0	0
FUN_022353-T1	0	0	0	0	0	0
FUN_022354-T1	0	0	0	0	0	0
FUN_022355-T1	0	0	0	3	44	4
FUN_022356-T1	0	0	0	0	0	0
FUN_022357-T1	0	0	0	0	0	0
FUN_022358-T1	0	0	0	0	0	0
FUN_022359-T1	0	0	0	0	6	3
FUN_022360-T1	2	0	0	1	11	5
FUN_022361-T1	1	0	0	1	0	0
FUN_022362-T1	0	0	0	0	0	0
FUN_022363-T1	0	0	0	0	0	0
FUN_022364-T1	0	0	0	0	0	0
FUN_022365-T1	5	0	1	2	3	0
FUN_022366-T1	0	0	0	0	0	0
FUN_022367-T1	0	0	0	0	0	0
FUN_022368-T1	0	0	0	0	0	0
FUN_022369-T1	0	0	0	0	0	0
FUN_022370-T1	0	0	0	0	0	0
FUN_022371-T1	0	0	0	0	0	0
FUN_022372-T1	0	0	0	0	0	0
FUN_022373-T1	0	0	0	0	0	0
FUN_022374-T1	0	0	0	0	0	0
FUN_022375-T1	0	0	0	0	0	0
FUN_022376-T1	0	0	0	0	0	0
FUN_022377-T1	0	0	0	0	0	0
FUN_022378-T1	0	0	0	0	0	0
FUN_022379-T1	0	0	0	0	0	0
FUN_022380-T1	0	0	0	0	0	0
FUN_022381-T1	0	0	0	0	0	0
FUN_022382-T1	0	0	0	0	0	0
FUN_022383-T1	0	0	0	0	0	0
FUN_022384-T1	0	0	0	0	0	0
FUN_022385-T1	0	0	0	0	0	0
FUN_022386-T1	0	0	0	0	0	0
FUN_022387-T1	0	2	0	0	0	0
FUN_022388-T1	0	0	0	0	0	0
FUN_022389-T1	0	0	0	0	0	0
FUN_022390-T1	0	0	0	0	0	0
FUN_022391-T1	0	0	0	0	0	0
FUN_022392-T1	0	0	0	0	0	0
FUN_022393-T1	0	0	0	0	0	0
FUN_022394-T1	2	0	0	0	0	0
FUN_022395-T1	0	0	0	0	0	0
FUN_022396-T1	0	0	0	0	0	0
FUN_022397-T1	0	0	0	0	0	0
FUN_022398-T1	0	0	0	0	0	0
FUN_022399-T1	0	0	0	0	0	0
FUN_022400-T1	0	0	0	0	0	0
FUN_022401-T1	0	0	0	0	0	0
FUN_022402-T1	0	0	0	1	0	0
FUN_022403-T1	3	8	7	1	7	3
FUN_022404-T1	8	15	7	7	10	2
FUN_022405-T1	5	14	4	4	9	3
FUN_022406-T1	13	31	7	4	30	11
FUN_022407-T1	3	0	0	0	0	2
FUN_022408-T1	0	0	0	0	0	0
FUN_022409-T1	1	0	1	0	0	0
FUN_022410-T1	7	11	8	6	12	15
FUN_022411-T1	0	0	0	0	0	0
FUN_022412-T1	0	0	0	0	0	0
FUN_022413-T1	1	19	2	18	235	31
FUN_022414-T1	0	0	0	0	1	0
FUN_022415-T1	13	30	14	10	46	6
FUN_022416-T1	7	14	9	7	35	6
FUN_022417-T1	61	80	43	18	20	12
FUN_022418-T1	0	0	0	0	0	0
FUN_022419-T1	1	1	0	2	1	1
FUN_022420-T1	0	0	1	0	4	0
FUN_022421-T1	0	0	0	0	0	0
FUN_022422-T1	90	235	111	112	442	113
FUN_022423-T1	134	398	112	150	507	120
FUN_022424-T1	47	171	42	107	251	95
FUN_022425-T1	0	0	0	0	0	0
FUN_022426-T1	1	2	0	1	2	0
FUN_022427-T1	0	0	0	0	0	0
FUN_022428-T1	0	0	0	0	0	0
FUN_022429-T1	0	0	0	0	0	0
FUN_022430-T1	0	0	0	0	0	0
FUN_022431-T1	0	0	0	0	0	0
FUN_022432-T1	0	0	0	0	0	0
FUN_022433-T1	2	2	0	9	14	10
FUN_022434-T1	203	605	189	47	68	24
FUN_022435-T1	0	0	0	0	0	0
FUN_022436-T1	24	95	31	35	194	59
FUN_022437-T1	47	156	43	71	315	73
FUN_022438-T1	0	0	0	0	0	0
FUN_022439-T1	140	469	140	204	1390	222
FUN_022440-T1	0	0	1	0	0	3
FUN_022441-T1	0	1	1	0	0	0
FUN_022442-T1	0	0	0	0	0	0
FUN_022443-T1	11	64	15	23	105	27
FUN_022444-T1	0	0	0	0	0	0
FUN_022445-T1	0	0	0	0	0	0
FUN_022446-T1	1	0	0	2	1	0
FUN_022447-T1	0	0	0	0	0	0
FUN_022448-T1	6	36	14	20	65	14
FUN_022449-T1	6	17	3	13	14	5
FUN_022450-T1	0	0	0	0	0	0
FUN_022451-T1	0	0	0	0	0	0
FUN_022452-T1	30	53	18	22	64	16
FUN_022453-T1	50	105	32	58	152	28
FUN_022454-T1	26	48	15	20	65	14
FUN_022455-T1	3	8	6	11	15	5
FUN_022456-T1	10	23	8	3	20	2
FUN_022457-T1	0	1	0	0	3	0
FUN_022458-T1	0	0	0	0	0	0
FUN_022459-T1	3	12	8	0	4	3
FUN_022460-T1	44	140	34	33	112	28
FUN_022461-T1	0	4	1	0	0	0
FUN_022462-T1	9	0	0	0	0	0
FUN_022463-T1	0	0	0	0	0	0
FUN_022464-T1	0	0	0	0	0	0
FUN_022465-T1	19	81	21	32	99	30
FUN_022466-T1	0	0	0	0	0	0
FUN_022467-T1	0	0	0	0	0	0
FUN_022468-T1	3	8	5	4	29	5
FUN_022469-T1	0	0	0	0	0	0
FUN_022470-T1	2	11	4	19	22	8
FUN_022471-T1	0	0	0	0	0	0
FUN_022472-T1	2	2	2	5	8	2
FUN_022473-T1	1	2	0	2	2	0
FUN_022474-T1	0	0	0	0	0	0
FUN_022475-T1	0	1	0	0	0	0
FUN_022476-T1	0	0	0	0	0	0
FUN_022477-T1	0	0	0	0	0	0
FUN_022478-T1	0	0	0	0	0	0
FUN_022479-T1	0	0	0	0	0	0
FUN_022480-T1	0	0	0	0	0	0
FUN_022481-T1	0	0	0	0	0	0
FUN_022482-T1	0	0	0	0	0	0
FUN_022483-T1	0	0	0	0	0	0
FUN_022484-T1	0	0	0	0	2	0
FUN_022485-T1	0	0	0	0	0	0
FUN_022486-T1	0	0	0	0	0	0
FUN_022487-T1	0	0	0	0	0	0
FUN_022488-T1	122	586	100	31	96	31
FUN_022489-T1	0	0	0	0	0	0
FUN_022490-T1	0	0	0	0	0	0
FUN_022491-T1	0	4	0	0	0	0
FUN_022492-T1	1108	5316	1334	405	1107	366
FUN_022493-T1	2	0	0	4	8	2
FUN_022494-T1	1	2	2	5	14	7
FUN_022495-T1	136	482	102	203	792	207
FUN_022496-T1	3	20	7	7	26	1
FUN_022497-T1	0	0	0	0	0	0
FUN_022498-T1	11	33	16	16	38	11
FUN_022499-T1	0	0	0	0	0	0
FUN_022500-T1	5	39	19	7	19	12
FUN_022501-T1	0	0	0	0	0	0
FUN_022502-T1	4	31	6	4	27	11
FUN_022503-T1	0	0	0	0	0	0
FUN_022504-T1	5	16	6	6	28	6
FUN_022505-T1	19	33	23	64	149	35
FUN_022506-T1	34	73	32	56	134	32
FUN_022507-T1	0	0	0	0	0	0
FUN_022508-T1	0	0	0	0	0	0
FUN_022509-T1	17	85	34	39	126	29
FUN_022510-T1	8	21	10	14	56	19
FUN_022511-T1	0	4	3	0	17	2
FUN_022512-T1	23	40	19	25	56	19
FUN_022513-T1	0	0	0	0	0	0
FUN_022514-T1	7	53	17	8	58	16
FUN_022515-T1	0	0	0	0	0	0
FUN_022516-T1	0	0	0	0	0	0
FUN_022517-T1	0	0	0	0	0	0
FUN_022518-T1	1	5	1	1	20	1
FUN_022519-T1	0	2	0	0	0	0
FUN_022520-T1	80	150	54	47	124	37
FUN_022521-T1	24	80	21	39	111	37
FUN_022522-T1	10	21	7	6	24	3
FUN_022523-T1	21	42	16	21	92	29
FUN_022524-T1	21	56	15	24	84	14
FUN_022525-T1	21	38	6	15	79	20
FUN_022526-T1	7	33	12	16	46	13
FUN_022527-T1	0	1	0	0	0	0
FUN_022528-T1	0	0	0	0	0	0
FUN_022529-T1	0	0	0	0	0	0
FUN_022530-T1	0	0	0	0	0	0
FUN_022531-T1	0	0	0	0	0	0
FUN_022532-T1	0	0	0	0	0	0
FUN_022533-T1	0	0	0	0	0	0
FUN_022534-T1	0	0	0	0	0	0
FUN_022535-T1	0	0	0	0	0	0
FUN_022536-T1	0	0	0	0	0	0
FUN_022537-T1	0	0	0	0	0	0
FUN_022538-T1	0	0	0	0	0	0
FUN_022539-T1	0	0	0	0	0	0
FUN_022540-T1	0	0	0	0	0	0
FUN_022541-T1	8	29	13	0	2	1
FUN_022542-T1	0	11	1	0	11	1
FUN_022543-T1	0	0	0	0	0	0
FUN_022544-T1	0	0	0	0	0	0
FUN_022545-T1	12	39	12	24	60	9
FUN_022546-T1	4	13	2	3	11	5
FUN_022547-T1	1	10	5	2	17	1
FUN_022548-T1	0	0	0	0	0	0
FUN_022549-T1	4	30	6	2	21	9
FUN_022550-T1	0	10	2	4	12	2
FUN_022551-T1	9	47	4	15	64	12
FUN_022552-T1	0	0	0	0	0	0
FUN_022553-T1	94	770	54	35	127	15
FUN_022554-T1	1	7	2	2	13	8
FUN_022555-T1	0	0	0	6	9	4
FUN_022556-T1	0	0	0	0	0	0
FUN_022557-T1	22	114	19	43	114	37
FUN_022558-T1	0	0	0	0	0	0
FUN_022559-T1	0	2	0	0	0	0
FUN_022560-T1	0	0	0	0	0	0
FUN_022561-T1	0	0	0	0	0	0
FUN_022562-T1	0	0	0	0	0	0
FUN_022563-T1	0	0	0	0	0	0
FUN_022564-T1	0	0	0	0	0	0
FUN_022565-T1	0	0	0	0	0	0
FUN_022566-T1	0	0	0	0	0	0
FUN_022567-T1	0	0	0	0	0	0
FUN_022568-T1	0	0	0	0	0	0
FUN_022569-T1	50	118	38	75	221	83
FUN_022570-T1	0	0	0	0	0	0
FUN_022571-T1	0	0	0	0	0	0
FUN_022572-T1	78	241	72	67	226	79
FUN_022573-T1	157	302	88	231	714	231
FUN_022574-T1	17	17	5	8	25	11
FUN_022575-T1	1612	2900	1146	1145	2816	821
FUN_022576-T1	3	18	11	0	2	0
FUN_022577-T1	1078	3413	1266	1153	4104	1103
FUN_022578-T1	5	30	5	16	48	9
FUN_022579-T1	45	124	23	75	259	74
FUN_022580-T1	158	503	122	112	601	123
FUN_022581-T1	0	0	1	0	1	0
FUN_022582-T1	136	356	191	129	404	98
FUN_022583-T1	6	8	2	11	30	4
FUN_022584-T1	96	261	114	158	381	86
FUN_022585-T1	0	0	0	0	0	0
FUN_022586-T1	0	0	0	7	61	16
FUN_022587-T1	0	0	0	0	10	1
FUN_022588-T1	24	69	23	61	136	53
FUN_022589-T1	0	0	1	0	0	0
FUN_022590-T1	54	234	67	107	387	110
FUN_022591-T1	0	0	0	0	1	0
FUN_022592-T1	0	1	1	11	45	17
FUN_022593-T1	0	0	0	1	0	0
FUN_022594-T1	0	1	1	0	1	0
FUN_022595-T1	0	4	1	0	6	2
FUN_022596-T1	1	0	1	6	16	2
FUN_022597-T1	0	0	0	1	3	1
FUN_022598-T1	12	27	6	14	18	7
FUN_022599-T1	13	71	26	28	94	31
FUN_022600-T1	92	232	75	169	583	173
FUN_022601-T1	1	7	0	1	10	0
FUN_022602-T1	3	7	1	4	12	3
FUN_022603-T1	53	147	66	104	385	88
FUN_022604-T1	15	46	20	36	114	36
FUN_022605-T1	12	57	17	354	1060	347
FUN_022606-T1	53	126	29	51	179	36
FUN_022607-T1	222	869	238	305	910	304
FUN_022608-T1	2	5	2	3	1	2
FUN_022609-T1	64	280	54	8	6	3
FUN_022610-T1	3	6	9	168	238	110
FUN_022611-T1	14	49	15	17	67	21
FUN_022612-T1	35	84	30	144	393	141
FUN_022613-T1	15	19	11	10	38	8
FUN_022614-T1	7	17	11	13	60	16
FUN_022615-T1	62	123	56	51	92	26
FUN_022616-T1	4	2	2	0	2	4
FUN_022617-T1	0	0	0	0	0	0
FUN_022618-T1	21	33	11	21	59	11
FUN_022619-T1	245	897	245	156	564	172
FUN_022620-T1	0	0	0	0	0	0
FUN_022621-T1	0	0	0	0	0	0
FUN_022622-T1	20	46	10	24	53	6
FUN_022623-T1	5	11	2	3	7	1
FUN_022624-T1	13	26	10	7	18	5
FUN_022625-T1	41	115	43	43	104	32
FUN_022626-T1	181	427	146	113	319	94
FUN_022627-T1	0	0	0	0	0	0
FUN_022628-T1	243	636	231	497	1445	454
FUN_022629-T1	1	3	1	0	0	0
FUN_022630-T1	0	0	0	0	0	0
FUN_022631-T1	38	117	48	11	20	6
FUN_022632-T1	0	0	0	0	0	0
FUN_022633-T1	0	0	0	0	0	0
FUN_022634-T1	0	0	0	0	0	0
FUN_022635-T1	0	0	0	0	0	0
FUN_022636-T1	0	0	0	0	0	0
FUN_022637-T1	0	0	0	0	0	0
FUN_022638-T1	0	0	0	0	0	0
FUN_022639-T1	0	0	0	0	0	0
FUN_022640-T1	0	0	0	0	0	0
FUN_022641-T1	0	0	0	0	0	0
FUN_022642-T1	0	5	0	0	7	1
FUN_022643-T1	1	4	3	0	2	4
FUN_022644-T1	0	0	1	0	0	0
FUN_022645-T1	0	1	0	0	0	1
FUN_022646-T1	4	10	4	0	7	0
FUN_022647-T1	0	0	2	0	0	2
FUN_022648-T1	3	1	2	0	0	3
FUN_022649-T1	0	0	3	0	0	3
FUN_022650-T1	26	33	14	32	60	11
FUN_022651-T1	2	26	3	7	23	6
FUN_022652-T1	11	20	16	0	1	0
FUN_022653-T1	0	0	0	0	0	0
FUN_022654-T1	0	0	1	0	0	0
FUN_022655-T1	0	0	0	0	0	0
FUN_022656-T1	0	0	0	0	0	0
FUN_022657-T1	0	0	0	0	0	0
FUN_022658-T1	0	0	0	0	0	0
FUN_022659-T1	0	0	0	0	0	0
FUN_022660-T1	0	0	0	0	0	0
FUN_022661-T1	0	0	0	0	0	0
FUN_022662-T1	17	27	5	12	8	2
FUN_022663-T1	0	0	0	0	0	0
FUN_022664-T1	0	1	0	1	12	6
FUN_022665-T1	0	0	0	0	0	0
FUN_022666-T1	0	0	0	0	2	0
FUN_022667-T1	0	0	0	0	0	0
FUN_022668-T1	0	0	0	0	0	0
FUN_022669-T1	0	0	0	0	0	0
FUN_022670-T1	0	0	0	0	0	0
FUN_022671-T1	0	0	0	0	0	0
FUN_022672-T1	0	0	0	0	0	0
FUN_022673-T1	0	0	0	0	0	0
FUN_022674-T1	0	0	0	0	0	0
FUN_022675-T1	0	0	0	0	0	0
FUN_022676-T1	1	7	2	0	8	0
FUN_022677-T1	0	0	0	0	0	0
FUN_022678-T1	0	0	0	0	0	0
FUN_022679-T1	0	0	0	0	0	0
FUN_022680-T1	0	0	0	0	0	0
FUN_022681-T1	0	0	0	0	0	0
FUN_022682-T1	0	0	0	0	0	0
FUN_022683-T1	0	0	0	0	0	0
FUN_022684-T1	0	0	0	0	0	0
FUN_022685-T1	0	0	0	0	0	0
FUN_022686-T1	0	0	0	0	0	0
FUN_022687-T1	0	0	0	0	0	0
FUN_022688-T1	5	10	5	14	21	4
FUN_022689-T1	0	0	0	0	0	0
FUN_022690-T1	2	0	0	1	0	0
FUN_022691-T1	17	8	4	2	4	1
FUN_022692-T1	0	0	0	0	0	0
FUN_022693-T1	0	0	0	0	1	1
FUN_022694-T1	0	0	0	0	0	0
FUN_022695-T1	0	0	0	0	0	0
FUN_022696-T1	23	34	35	33	50	18
FUN_022697-T1	0	0	0	0	0	0
FUN_022698-T1	0	0	0	0	0	0
FUN_022699-T1	0	0	0	0	0	0
FUN_022700-T1	0	0	0	0	0	0
FUN_022701-T1	1	0	2	26	22	15
FUN_022702-T1	0	0	0	0	3	0
FUN_022703-T1	0	0	0	0	0	0
FUN_022704-T1	0	0	0	0	0	0
FUN_022705-T1	0	0	0	0	0	0
FUN_022706-T1	27	100	24	48	119	35
FUN_022707-T1	0	0	0	7	12	4
FUN_022708-T1	1	0	0	0	0	0
FUN_022709-T1	0	0	0	0	0	0
FUN_022710-T1	2	8	2	5	4	1
FUN_022711-T1	0	0	1	0	0	0
FUN_022712-T1	0	3	0	0	0	0
FUN_022713-T1	15	52	12	19	49	12
FUN_022714-T1	0	0	0	0	0	0
FUN_022715-T1	0	0	0	0	0	0
FUN_022716-T1	0	0	0	0	0	0
FUN_022717-T1	0	0	0	0	0	0
FUN_022718-T1	5	4	2	0	5	0
FUN_022719-T1	1	1	2	2	1	1
FUN_022720-T1	0	0	0	0	0	0
FUN_022721-T1	2	5	0	0	0	0
FUN_022722-T1	0	0	0	0	0	0
FUN_022723-T1	0	0	0	0	0	0
FUN_022724-T1	0	0	0	0	0	0
FUN_022725-T1	0	0	0	0	0	0
FUN_022726-T1	0	0	1	0	0	0
FUN_022727-T1	0	0	0	0	0	0
FUN_022728-T1	21	98	12	18	97	19
FUN_022729-T1	0	0	0	0	0	0
FUN_022730-T1	0	8	2	0	0	1
FUN_022731-T1	5	10	1	3	41	9
FUN_022732-T1	0	0	0	0	0	0
FUN_022733-T1	0	5	2	1	5	1
FUN_022734-T1	0	7	1	0	0	0
FUN_022735-T1	0	0	0	0	0	0
FUN_022736-T1	337	706	142	452	979	129
FUN_022737-T1	0	7	1	4	7	0
FUN_022738-T1	5	15	3	11	11	0
FUN_022739-T1	5	27	4	2	53	7
FUN_022740-T1	6	19	15	12	38	8
FUN_022741-T1	1	0	1	0	1	0
FUN_022742-T1	18	50	8	5	45	3
FUN_022743-T1	2	0	0	1	6	0
FUN_022744-T1	7	28	2	12	31	6
FUN_022745-T1	0	5	4	0	0	0
FUN_022746-T1	0	0	0	0	4	0
FUN_022747-T1	0	0	0	2	0	0
FUN_022748-T1	28	28	5	30	52	3
FUN_022749-T1	14	53	31	70	139	21
FUN_022750-T1	7	0	1	0	1	0
FUN_022751-T1	0	0	0	0	0	0
FUN_022752-T1	0	5	0	1	0	0
FUN_022753-T1	0	0	0	0	0	0
FUN_022754-T1	2	0	1	0	3	0
FUN_022755-T1	1	4	0	1	0	0
FUN_022756-T1	0	0	0	0	0	0
FUN_022757-T1	0	0	0	0	0	0
FUN_022758-T1	0	0	0	0	19	0
FUN_022759-T1	0	0	0	0	0	0
FUN_022760-T1	0	0	0	0	0	0
FUN_022761-T1	0	0	0	0	0	0
FUN_022762-T1	0	0	0	0	0	0
FUN_022763-T1	0	0	0	0	0	0
FUN_022764-T1	0	0	0	0	0	0
FUN_022765-T1	0	0	0	0	0	0
FUN_022766-T1	0	1	0	0	0	0
FUN_022767-T1	0	0	0	0	0	0
FUN_022768-T1	0	0	0	0	0	0
FUN_022769-T1	0	0	0	0	0	0
FUN_022770-T1	0	0	0	0	1	0
FUN_022771-T1	12	72	18	1	4	1
FUN_022772-T1	1	0	1	0	0	1
FUN_022773-T1	5	21	10	1	9	0
FUN_022774-T1	5	39	14	5	23	7
FUN_022775-T1	2	1	1	0	7	2
FUN_022776-T1	0	0	0	0	0	0
FUN_022777-T1	10	19	4	12	85	5
FUN_022778-T1	100	216	50	84	233	36
FUN_022779-T1	9	10	4	21	32	3
FUN_022780-T1	21	29	7	5	0	1
FUN_022781-T1	0	0	0	0	0	0
FUN_022782-T1	0	0	0	0	0	0
FUN_022783-T1	0	0	0	0	0	0
FUN_022784-T1	0	0	0	0	0	0
FUN_022785-T1	156	222	121	255	490	150
FUN_022786-T1	11	40	8	20	41	15
FUN_022787-T1	7	6	5	9	13	5
FUN_022788-T1	0	0	0	0	0	0
FUN_022789-T1	0	0	0	0	0	0
FUN_022790-T1	0	0	0	0	0	0
FUN_022791-T1	0	0	1	0	0	0
FUN_022792-T1	0	0	0	0	0	0
FUN_022793-T1	0	0	0	0	0	0
FUN_022794-T1	2	0	0	0	0	0
FUN_022795-T1	0	0	0	0	1	0
FUN_022796-T1	0	0	0	0	0	0
FUN_022797-T1	0	0	0	0	0	0
FUN_022798-T1	0	0	1	0	0	0
FUN_022799-T1	0	0	0	0	0	0
FUN_022800-T1	0	0	0	0	0	0
FUN_022801-T1	0	0	0	0	0	0
FUN_022802-T1	0	0	0	0	0	0
FUN_022803-T1	0	0	0	0	0	0
FUN_022804-T1	0	0	0	0	0	0
FUN_022805-T1	0	0	0	0	0	0
FUN_022806-T1	0	0	0	0	0	0
FUN_022807-T1	0	0	0	0	0	0
FUN_022808-T1	0	0	0	0	0	0
FUN_022809-T1	52	0	0	1	6	0
FUN_022810-T1	0	0	0	0	0	0
FUN_022811-T1	0	0	0	0	0	0
FUN_022812-T1	0	0	0	0	0	0
FUN_022813-T1	0	0	0	0	0	0
FUN_022814-T1	1	2	0	0	4	0
FUN_022815-T1	0	0	0	0	0	0
FUN_022816-T1	0	0	0	0	0	0
FUN_022817-T1	0	0	0	0	0	0
FUN_022818-T1	0	0	0	0	3	1
FUN_022819-T1	0	0	0	0	0	0
FUN_022820-T1	0	0	0	0	0	0
FUN_022821-T1	0	0	0	0	0	0
FUN_022822-T1	5	4	2	2	0	1
FUN_022823-T1	0	0	0	0	0	0
FUN_022824-T1	0	0	0	0	0	0
FUN_022825-T1	15	5	5	33	27	28
FUN_022826-T1	6	2	1	20	20	4
FUN_022827-T1	18	36	20	50	37	34
FUN_022828-T1	4	9	12	1	9	6
FUN_022829-T1	0	0	0	0	0	0
FUN_022830-T1	0	0	0	0	0	0
FUN_022831-T1	0	0	0	0	0	0
FUN_022832-T1	0	0	0	0	0	0
FUN_022833-T1	0	0	2	0	0	0
FUN_022834-T1	1	0	0	0	0	0
FUN_022835-T1	0	0	0	1	0	0
FUN_022836-T1	0	0	0	0	0	0
FUN_022837-T1	0	0	0	0	0	0
FUN_022838-T1	0	0	0	0	0	0
FUN_022839-T1	6	29	8	33	90	22
FUN_022840-T1	3	0	1	3	3	6
FUN_022841-T1	5	7	1	4	11	3
FUN_022842-T1	148	431	158	197	593	159
FUN_022843-T1	56	198	59	130	513	127
FUN_022844-T1	2	15	4	14	19	3
FUN_022845-T1	5	21	2	21	33	9
FUN_022846-T1	0	0	0	0	0	0
FUN_022847-T1	366	530	240	371	723	194
FUN_022848-T1	0	0	0	0	0	0
FUN_022849-T1	0	0	0	0	0	0
FUN_022850-T1	5	13	2	7	15	3
FUN_022851-T1	0	1	0	4	2	0
FUN_022852-T1	0	0	0	0	0	0
FUN_022853-T1	0	0	0	0	0	0
FUN_022854-T1	59	196	67	57	298	73
FUN_022855-T1	0	0	0	0	1	0
FUN_022856-T1	0	0	0	0	0	0
